city_code,date,aqi,co,no2,o3,pm10,pm25,qlty,so2,cond_txt,fl,hum,pcpn,pres,tmp,vis,wind_dir,wind_sc,wind_spd,sug_comf_brf,sug_cw_brf,sug_drsg_brf,sug_flu_brf,sug_sport_brf,sug_trav_brf,sug_uv_brf
CN101140205,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,11,61,0,1011,14,9,东南风,4-5,19,舒适,不宜,较冷,较易发,较适宜,适宜,最弱
CN101140206,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,10,70,0,1011,13,10,西北风,7-8,50,舒适,不宜,较舒适,较易发,较不宜,适宜,最弱
CN101140207,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,8,73,0.1,1011,10,8,南风,5-6,30,较舒适,不宜,较冷,较易发,较不宜,一般,最弱
CN101140208,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,9,90,0.9,1010,8,9,南风,6-7,41,舒适,不宜,较冷,易发,较不宜,适宜,最弱
CN101140209,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,8,77,9.3,1011,9,5,西北风,6-7,36,舒适,不宜,较舒适,较易发,较适宜,适宜,最弱
CN101140210,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,8,41,0,1011,17,5,南风,7-8,46,舒适,不宜,较冷,较易发,较适宜,适宜,最弱
CN101140211,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,25,54,0,1014,17,10,西风,3-4,14,舒适,不宜,较冷,较易发,较适宜,适宜,最弱
CN101140212,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,9,53,0,1011,15,9,东北风,4-5,20,舒适,不宜,较冷,易发,较适宜,适宜,最弱
CN101140213,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,10,55,0,1011,16,10,西南风,6-7,38,舒适,不宜,较冷,较易发,较适宜,适宜,最弱
CN101100208,2016-07-22,67,NULL,NULL,NULL,82,47,良,NULL,多云,33,36,0,1000,28,10,西风,5-6,32,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101100301,2016-07-22,92,NULL,NULL,NULL,106,68,良,NULL,多云,34,56,0,1005,31,8,西南风,3-4,14,较不舒适,较适宜,炎热,少发,较适宜,较适宜,中等
CN101100302,2016-07-22,92,NULL,NULL,NULL,106,68,良,NULL,多云,34,56,0,1005,30,8,西南风,4-5,21,较不舒适,较适宜,炎热,少发,较适宜,适宜,中等
CN101100303,2016-07-22,92,NULL,NULL,NULL,106,68,良,NULL,多云,34,49,0,1005,31,8,西北风,4-5,17,很不舒适,较适宜,炎热,少发,较适宜,较适宜,中等
CN101100401,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,61,0,1005,30,8,东风,4-5,17,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101100402,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,61,0,1005,30,8,东风,4-5,23,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101100403,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,68,0,1005,28,8,西南风,4-5,23,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101100404,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,53,0,1005,29,8,东风,5-6,31,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101100405,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,42,0,1005,30,8,西风,4-5,20,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101100406,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,45,0,1005,30,8,西北风,5-6,26,较不舒适,较适宜,热,少发,较适宜,适宜,弱
CN101100407,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,58,0,1005,29,8,西风,4-5,23,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101100408,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,61,0,1005,30,8,西南风,4-5,23,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101100409,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,61,0,1005,30,8,西风,3-4,15,较不舒适,不宜,热,少发,较适宜,适宜,弱
CN101100410,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,64,0,1005,30,8,西风,3-4,11,较不舒适,较适宜,热,少发,较适宜,适宜,弱
CN101100411,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,61,0,1005,31,8,西南风,5-6,27,较不舒适,不宜,热,少发,较适宜,适宜,弱
CN101100412,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阴,34,70,0,1005,30,8,西风,3-4,11,较不舒适,较适宜,热,少发,较适宜,适宜,弱
CN101100501,2016-07-22,60,NULL,NULL,NULL,55,42,良,NULL,晴,38,58,0,1001,30,10,西南风,4-5,22,较不舒适,较适宜,炎热,少发,较适宜,适宜,强
CN101100502,2016-07-22,60,NULL,NULL,NULL,55,42,良,NULL,晴,40,47,0,1001,33,10,西南风,3-4,11,很不舒适,较适宜,炎热,少发,较适宜,较适宜,强
CN101100503,2016-07-22,60,NULL,NULL,NULL,55,42,良,NULL,晴,38,53,0,1001,32,10,南风,4-5,22,较不舒适,较适宜,炎热,少发,较适宜,适宜,强
CN101100504,2016-07-22,60,NULL,NULL,NULL,55,42,良,NULL,晴,38,50,0,1001,32,10,南风,4-5,23,较不舒适,较适宜,炎热,少发,较适宜,适宜,强
CN101100505,2016-07-22,60,NULL,NULL,NULL,55,42,良,NULL,晴,38,57,0,1001,32,10,南风,4-5,18,较不舒适,较适宜,炎热,少发,较适宜,适宜,强
CN101100506,2016-07-22,60,NULL,NULL,NULL,55,42,良,NULL,晴,38,47,0,1001,30,10,西南风,3-4,14,较不舒适,较适宜,热,少发,较适宜,适宜,强
